iter	RMSE
943	824.8885799
944	824.6783329
945	823.7326367
946	822.4469874
947	822.2665723
948	822.0437141
949	821.6658899
950	821.4796458
951	818.9771173
952	818.1904562
953	817.9723184
954	815.6819049
955	815.4509992
956	813.8129397
957	813.6089832
958	810.2316668
959	809.1365091
960	808.88665
961	808.6003158
962	806.887918
963	806.6961616
964	806.5088343
965	806.1668785
966	805.0221678
967	804.8254581
968	804.1849318
969	803.930929
970	803.7263173
971	803.3021969
972	803.1071098
973	802.8525663
974	800.2970986
975	799.9703219
976	798.958306
977	798.5107472
978	798.3253393
979	797.1858959
980	796.9303863
981	795.098004
982	794.8081831
983	794.611128
984	792.0501818
985	790.6116864
986	789.1073469
987	787.5819662
988	786.4863357
989	786.2535962
990	785.6547721
991	785.0634193
992	783.783358
993	783.5938572
994	783.3882404
995	781.681365
996	781.4460795
997	781.1795329
998	780.7456718
999	780.3591499
